"region";"n_dose";"year";"cov1y";"cov2y";"cov3y";"cov4y";"cov5y";"vaccine";"sep";"dec"
"south west";1;2006;0.70125;0.931;0.92845612771478;0.935823761893588;0.947100741336705;"MMR";";";"."
"south west";1;2007;0.635736196319018;0.935;0.945303290519534;0.945972833941957;0.939725464891183;"MMR";";";"."
"south west";1;2008;0.673803947808632;0.847648261758691;0.94925743493765;0.954955983743492;0.951566403997694;"MMR";";";"."
"south west";1;2009;0.68297331639136;0.898405263744842;0.900540540540541;0.9588791821451;0.95803835636963;"MMR";";";"."
"south west";1;2010;0.691049522944116;0.910631088521813;0.935425685425685;0.936194895591647;0.96195167285;"MMR";";";"."
"south west";1;2011;0.708482424752684;0.921399363925488;0.94352460875482;0.956582991803279;0.947560975609756;"MMR";";";"."
"south west";1;2012;0.71118732976899;0.944643233003578;0.948151762840063;0.96496700659868;0.964324034334764;"MMR";";";"."
"south west";1;2013;0.711786237188873;0.94824977302532;0.962648556876061;0.969045460432586;0.970425371255978;"MMR";";";"."
"south west";1;2014;0.712973080361577;0.94904831625183;0.963551300184964;0.973983543078412;0.975023754581241;"MMR";";";"."
"south west";1;2015;0.714004039626815;0.950630773815437;0.960152203783955;0.973019916628069;0.977957942741323;"MMR";";";"."
"south west";1;2016;0.7239401085375;0.952005386169087;0.95971361402009;0.97119249665029;0.976606060606061;"MMR";";";"."
"south west";1;2017;0.72487094025;0.96525347805;0.962421496962833;0.969051127990024;0.974587188195339;"MMR";";";"."
"south west";1;2018;0.7238032553625;0.966494587;0.97243513752408;0.971955393618196;0.972342472342472;"MMR";";";"."
"south west";1;2019;0.7248828916875;0.96507100715;0.97242337127804;0.97906269769212;0.97609184518878;"MMR";";";"."
"south west";2;2005;0;0.735288056610813;0.735288056610813;0.881721377996114;0.873564207317711;"MMR";";";"."
"south west";2;2006;0;0.752363631503718;0.752363631503718;0.876348412317929;0.884449167163298;"MMR";";";"."
"south west";2;2007;0;0.756114389232033;0.756114389232033;0.896655874059055;0.87905976550193;"MMR";";";"."
"south west";2;2008;0;0.765408390472307;0.765408390472307;0.9011165361185;0.899429348075322;"MMR";";";"."
"south west";2;2009;0;0.708918918918919;0.708918918918919;0.912169609048259;0.903903655367398;"MMR";";";"."
"south west";2;2010;0;0.817320827320827;0.817320827320827;0.844988399071926;0.914990539814235;"MMR";";";"."
"south west";2;2011;0;0.851193014288954;0.851193014288954;0.891383196721312;0.847317073170732;"MMR";";";"."
"south west";2;2012;0;0.873859948761742;0.873859948761742;0.909256148770246;0.895579399141631;"MMR";";";"."
"south west";2;2013;0;0.868211658177702;0.868211658177702;0.918895220826318;0.913609363201611;"MMR";";";"."
"south west";2;2014;0;0.867597649874878;0.867597649874878;0.919090029041626;0.92348717252613;"MMR";";";"."
"south west";2;2015;0;0.855659021245112;0.855659021245112;0.91577582213988;0.92400050671396;"MMR";";";"."
"south west";2;2016;0;0.849051079290447;0.849051079290447;0.905475658776239;0.919212121212121;"MMR";";";"."
"south west";2;2017;0;0.866969010604345;0.866969010604345;0.907809772134679;0.910014053167818;"MMR";";";"."
"south west";2;2018;0;0.89021030432424;0.89021030432424;0.919557248537043;0.911476671476671;"MMR";";";"."
"south west";2;2019;0;0.88876545046058;0.88876545046058;0.944192227403422;0.923009823647769;"MMR";";";"."
