"region";"vaccine";"n_dose";"year";"cov1y";"cov2y";"cov3y";"cov4y";"cov5y"
"north west";"MMR";1;2014;0.72745;0.9583972327;0.9651708849745;0.97029039886743;0.9697697311
"north west";"MMR";1;2015;0.724075;0.9499542364;0.9653987194296;0.9714063952748;0.9724331867
"north west";"MMR";1;2016;0.7359750872125;0.939019725;0.95967611682352;0.97282624002152;0.9727362756
"north west";"MMR";1;2017;0.7334596825;0.9459335659;0.95281609059835;0.96688743263584;0.9749101731
"north west";"MMR";1;2018;0.7315618690375;0.93922582;0.95472731095968;0.9597587312905;0.9686897932
"north west";"MMR";1;2019;0.729736384675;0.9341649841;0.95245250542202;0.9591525207624;0.9630510185
"north west";"MMR";2;2005;0;0;0;0;0.51389689329131
"north west";"MMR";2;2006;0;0;0;0;0.512798208361839
"north west";"MMR";2;2007;0;0;0;0;0.516822087842139
"north west";"MMR";2;2008;0;0;0;0;0.527026792636295
"north west";"MMR";2;2009;0;0;0;0;0.559552600693862
"north west";"MMR";2;2010;0;0;0;0;0.583511918775
"north west";"MMR";2;2011;0;0;0;0;0.5882989086
"north west";"MMR";2;2012;0;0;0;0;0.5988797538
"north west";"MMR";2;2013;0;0;0;0;0.620087907
"north west";"MMR";2;2014;0;0;0;0;0.62593366545
"north west";"MMR";2;2015;0;0;0;0;0.620561496375
"north west";"MMR";2;2016;0;0;0;0;0.610151525175
"north west";"MMR";2;2017;0;0;0;0;0.617207448225
"north west";"MMR";2;2018;0;0;0;0;0.610547186925
"north west";"MMR";2;2019;0;0;0;0;0.607093576425
"south east";"MMR";1;2005;0.701656698380165;0.823459671140495;0.830181653832862;0.864276284135903;0.889442436757873
"south east";"MMR";1;2006;0.708807363553719;0.854417862347107;0.846859568759632;0.848146213817351;0.868739377677703
"south east";"MMR";1;2007;0.644275;0.873486302809917;0.875430974057177;0.863965389870808;0.85295696577946
"south east";"MMR";1;2008;0.701275;0.855935581421487;0.89617368616867;0.89079200408184;0.868546179077174
"south east";"MMR";1;2009;0.701425;0.874486115438016;0.890954412144035;0.912758644254048;0.89490555350331
"south east";"MMR";1;2010;0.71425;0.9046251971;0.905981658581071;0.916553919612503;0.9171999509
"south east";"MMR";1;2011;0.7231;0.908371744;0.92848128602864;0.922891241272036;0.9234092437
"south east";"MMR";1;2012;0.726925;0.930849528;0.92533357897736;0.93819587894288;0.9295482538
"south east";"MMR";1;2013;0.7306;0.9362065928;0.93755896269096;0.9333540759824;0.9430531754
"south east";"MMR";1;2014;0.7276;0.9278877198;0.94105647223336;0.9407496026514;0.9361917128
"south east";"MMR";1;2015;0.726925;0.9214484445;0.93589716006665;0.94410827906;0.9419358378
"south east";"MMR";1;2016;0.7255292183875;0.928586182;0.93689573255273;0.94198301488512;0.9449862442
"south east";"MMR";1;2017;0.728267936275;0.9180779157;0.94110833468577;0.94570413516181;0.9443850221
"south east";"MMR";1;2018;0.7277829428125;0.9253811634;0.9414813563515;0.94731639885281;0.9486013502
"south east";"MMR";1;2019;0.7326836778625;0.9240878475;0.94616840681603;0.9530839988795;0.9511445547
"south east";"MMR";2;2005;0;0;0;0;0.48241610738255
"south east";"MMR";2;2006;0;0;0;0;0.486305002859054
"south east";"MMR";2;2007;0;0;0;0;0.48345367051785
"south east";"MMR";2;2008;0;0;0;0;0.489830400691144
"south east";"MMR";2;2009;0;0;0;0;0.523969380289696
"south east";"MMR";2;2010;0;0;0;0;0.5592479097
"south east";"MMR";2;2011;0;0;0;0;0.569142647625
"south east";"MMR";2;2012;0;0;0;0;0.5859688062
"south east";"MMR";2;2013;0;0;0;0;0.598925940075
"south east";"MMR";2;2014;0;0;0;0;0.58972444035
"south east";"MMR";2;2015;0;0;0;0;0.5906696937
"south east";"MMR";2;2016;0;0;0;0;0.587869382925
"south east";"MMR";2;2017;0;0;0;0;0.5864028777
"south east";"MMR";2;2018;0;0;0;0;0.594065691525
"south east";"MMR";2;2019;0;0;0;0;0.59547950685
"south west";"MMR";1;2005;0.70825;0.815;0.857210541854872;0.897338513648641;0.917078001380555
"south west";"MMR";1;2006;0.71125;0.872;0.86691225542956;0.881647523787177;0.90420148267341
"south west";"MMR";1;2007;0.6457;0.88;0.900606581039068;0.901945667883913;0.889450929782366
"south west";"MMR";1;2008;0.6838;0.894;0.9085148698753;0.919911967486984;0.913132807995387
"south west";"MMR";1;2009;0.69295;0.884;0.9176245130821;0.9277583642902;0.926076712739259
"south west";"MMR";1;2010;0.70105;0.9009937942;0.9197905118687;0.9335677100014;0.9339033457
"south west";"MMR";1;2011;0.71845;0.9062585325;0.9315209380444;0.94029595740416;0.9386588149
"south west";"MMR";1;2012;0.72115;0.9269476044;0.9347451382;0.9514673361034;0.9477408938
"south west";"MMR";1;2013;0.72175;0.9451766214;0.94764749918371;0.95685644154434;0.9564775162
"south west";"MMR";1;2014;0.72295;0.9520776809;0.9584691285539;0.96075730450878;0.9632317439
"south west";"MMR";1;2015;0.724;0.9472529886;0.96026996784375;0.9665838830134;0.9653589883
"south west";"MMR";1;2016;0.7339401085375;0.9394432279;0.95731739937068;0.96831619801456;0.9696924959
"south west";"MMR";1;2017;0.73487094025;0.9405069561;0.95276871125924;0.967715450279;0.9708029082
"south west";"MMR";1;2018;0.7338032553625;0.942989174;0.95487027504816;0.96506606997561;0.9712558762
"south west";"MMR";1;2019;0.7348828916875;0.9401420143;0.95484674255608;0.96812539538424;0.9703178418
"south west";"MMR";2;2005;0;0;0;0;0.515319917166676
"south west";"MMR";2;2006;0;0;0;0;0.531647031779782
"south west";"MMR";2;2007;0;0;0;0;0.523563090279815
"south west";"MMR";2;2008;0;0;0;0;0.554116855660196
"south west";"MMR";2;2009;0;0;0;0;0.560828182941904
"south west";"MMR";2;2010;0;0;0;0;0.577458178425
"south west";"MMR";2;2011;0;0;0;0;0.5794686387
"south west";"MMR";2;2012;0;0;0;0;0.57606375225
"south west";"MMR";2;2013;0;0;0;0;0.6049944351
"south west";"MMR";2;2014;0;0;0;0;0.617972831625
"south west";"MMR";2;2015;0;0;0;0;0.621906884925
"south west";"MMR";2;2016;0;0;0;0;0.6194487639
"south west";"MMR";2;2017;0;0;0;0;0.61496443815
"south west";"MMR";2;2018;0;0;0;0;0.62179695525
"south west";"MMR";2;2019;0;0;0;0;0.620263853475
"west midlands";"MMR";1;2005;0.703;0.838;0.875670276809538;0.897837936077578;0.927262480381744
"west midlands";"MMR";1;2006;0.7135;0.858;0.883135351382244;0.888229707432081;0.911197308529586
"west midlands";"MMR";1;2007;0.7;0.886;0.897605944186047;0.896116132721956;0.903932592339876
"west midlands";"MMR";1;2008;0.705625;0.891;0.92215891206174;0.908996485867621;0.912345826687932
"west midlands";"MMR";1;2009;0.708925;0.894;0.92653120429508;0.93255809843298;0.923237924865832
"west midlands";"MMR";1;2010;0.716275;0.9150155736;0.92652954443544;0.93674986393916;0.9455600594
"west midlands";"MMR";1;2011;0.72265;0.9253533666;0.93950640748284;0.94684420342848;0.9495261148
"west midlands";"MMR";1;2012;0.7303;0.9303710807;0.94828152934307;0.95225022109524;0.9532955604
"west midlands";"MMR";1;2013;0.7291;0.9373874855;0.94877668558013;0.96082779485641;0.9570743644
"west midlands";"MMR";1;2014;0.72985;0.9456846473;0.95381918659658;0.96205457632846;0.9646340977
"west midlands";"MMR";1;2015;0.7279;0.9453454131;0.96134867985;0.96350515059275;0.9664817436
"west midlands";"MMR";1;2016;0.734410843075;0.9412380524;0.95753821610692;0.9734099849135;0.9663267266
"west midlands";"MMR";1;2017;0.7268707426;0.9417622482;0.95239511292272;0.96448909401824;0.9770127124
"west midlands";"MMR";1;2018;0.724889588575;0.9216553136;0.95135640161472;0.95900355919252;0.9666540517
"west midlands";"MMR";1;2019;0.7234481554;0.9163722362;0.93820871062352;0.95703912128952;0.9630121752
"west midlands";"MMR";2;2005;0;0;0;0;0.525325544158912
"west midlands";"MMR";2;2006;0;0;0;0;0.521795468038789
"west midlands";"MMR";2;2007;0;0;0;0;0.530508340665457
"west midlands";"MMR";2;2008;0;0;0;0;0.538459928229665
"west midlands";"MMR";2;2009;0;0;0;0;0.558373976085115
"west midlands";"MMR";2;2010;0;0;0;0;0.591173738925
"west midlands";"MMR";2;2011;0;0;0;0;0.5953108374
"west midlands";"MMR";2;2012;0;0;0;0;0.5966022423
"west midlands";"MMR";2;2013;0;0;0;0;0.599036770725
"west midlands";"MMR";2;2014;0;0;0;0;0.615769739925
"west midlands";"MMR";2;2015;0;0;0;0;0.619181998275
"west midlands";"MMR";2;2016;0;0;0;0;0.608102324925
"west midlands";"MMR";2;2017;0;0;0;0;0.6142742526
"west midlands";"MMR";2;2018;0;0;0;0;0.5970851703
"west midlands";"MMR";2;2019;0;0;0;0;0.5906219364
"yorkshire and the humber";"MMR";1;2005;0.706;0.842;0.890614960838495;0.896261650854024;0.915718071552339
"yorkshire and the humber";"MMR";1;2006;0.71125;0.866;0.883692042487137;0.900492492973468;0.903731290720197
"yorkshire and the humber";"MMR";1;2007;0.684475;0.88;0.906367365613752;0.894087470899102;0.909240165890172
"yorkshire and the humber";"MMR";1;2008;0.6991;0.86;0.92161377785968;0.916432501174017;0.903293799598849
"yorkshire and the humber";"MMR";1;2009;0.708475;0.876;0.9184505984777;0.93198969189232;0.92534631816194
"yorkshire and the humber";"MMR";1;2010;0.715;0.9023926079;0.92429649090456;0.9330245789273;0.9411787384
"yorkshire and the humber";"MMR";1;2011;0.71005;0.9174695952;0.94598376515554;0.94577524567612;0.9459314885
"yorkshire and the humber";"MMR";1;2012;0.7192;0.9414036062;0.94232643127022;0.9564865925488;0.9578862172
"yorkshire and the humber";"MMR";1;2013;0.721675;0.9518284643;0.95521199670356;0.9636010504958;0.9655865152
"yorkshire and the humber";"MMR";1;2014;0.7192;0.9566027134;0.96482094195802;0.96584334480836;0.9695367005
"yorkshire and the humber";"MMR";1;2015;0.71845;0.9527337782;0.96776392652623;0.97501132213934;0.9723086879
"yorkshire and the humber";"MMR";1;2016;0.7374724199875;0.9499725306;0.96028695767432;0.97456047497901;0.9775357806
"yorkshire and the humber";"MMR";1;2017;0.7348959578875;0.9499264533;0.96033904443864;0.96629371630872;0.9764872905
"yorkshire and the humber";"MMR";1;2018;0.733105682575;0.9430558877;0.9604538782128;0.96623308553466;0.9687092001
"yorkshire and the humber";"MMR";1;2019;0.73234531165;0.9382818202;0.95726634755888;0.9664394077782;0.9681977659
"yorkshire and the humber";"MMR";2;2005;0;0;0;0;0.50969218224442
"yorkshire and the humber";"MMR";2;2006;0;0;0;0;0.509070258848389
"yorkshire and the humber";"MMR";2;2007;0;0;0;0;0.51624373002981
"yorkshire and the humber";"MMR";2;2008;0;0;0;0;0.51743524897532
"yorkshire and the humber";"MMR";2;2009;0;0;0;0;0.554832475527298
"yorkshire and the humber";"MMR";2;2010;0;0;0;0;0.578548929525
"yorkshire and the humber";"MMR";2;2011;0;0;0;0;0.59229149565
"yorkshire and the humber";"MMR";2;2012;0;0;0;0;0.608187175875
"yorkshire and the humber";"MMR";2;2013;0;0;0;0;0.6203943783
"yorkshire and the humber";"MMR";2;2014;0;0;0;0;0.627563153175
"yorkshire and the humber";"MMR";2;2015;0;0;0;0;0.632526690525
"yorkshire and the humber";"MMR";2;2016;0;0;0;0;0.6281702574
"yorkshire and the humber";"MMR";2;2017;0;0;0;0;0.618894868125
"yorkshire and the humber";"MMR";2;2018;0;0;0;0;0.61851299055
"yorkshire and the humber";"MMR";2;2019;0;0;0;0;0.614308418925
